Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-192309@CP
Wafer number	17
Date	2025/02/13
Time	19:27:58

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
337	32	16	1	1.35000E-002	1.32000E-002	8.60000E-003	2.78700E-010	2.42850E-009	7.41015E+002	7.48454E+002	7.43910E+000	8.29100E-007	3.92900E+000	3.35742E-002	6.32800E-001	1.14000E-010	1.11200E-010
341	34	16	1	1.36000E-002	1.32000E-002	8.50000E-003	4.54300E-010	2.46830E-009	7.40891E+002	7.52260E+002	1.13686E+001	8.31500E-007	3.97560E+000	3.39437E-002	6.33400E-001	2.45200E-010	4.78000E-010
345	36	16	1	1.35000E-002	1.29000E-002	8.50000E-003	6.06500E-010	2.88510E-009	7.50556E+002	7.52012E+002	1.45630E+000	7.62800E-007	4.05230E+000	3.34384E-002	6.33300E-001	8.01000E-011	2.06000E-011
349	38	16	1	1.35000E-002	1.32000E-002	8.50000E-003	4.94100E-010	2.54790E-009	7.37948E+002	7.39265E+002	1.31690E+000	8.99800E-007	4.13070E+000	3.29861E-002	6.33100E-001	2.21800E-010	1.10100E-010
357	37	18	1	1.36000E-002	1.31000E-002	8.50000E-003	6.37000E-010	2.97180E-009	7.42109E+002	7.43612E+002	1.50300E+000	8.75700E-007	4.09250E+000	3.30944E-002	6.33300E-001	1.00720E-009	1.66700E-010
361	35	18	1	1.36000E-002	1.30000E-002	8.50000E-003	5.39000E-011	2.12640E-009	7.47164E+002	7.55819E+002	8.65480E+000	8.15400E-007	4.04910E+000	3.37586E-002	6.32800E-001	4.24600E-010	6.63000E-011
365	33	18	1	1.35000E-002	1.29000E-002	8.50000E-003	8.66000E-011	2.02800E-009	7.47488E+002	7.54576E+002	7.08870E+000	8.13500E-007	3.95460E+000	3.37968E-002	6.32600E-001	2.15400E-010	1.60200E-010
369	31	18	1	1.36000E-002	1.34000E-002	8.50000E-003	1.17000E-011	2.02570E-009	7.36624E+002	7.48129E+002	1.15043E+001	8.78800E-007	3.90950E+000	3.34480E-002	6.32600E-001	2.44700E-010	2.18000E-011
373	29	18	1	1.36000E-002	1.32000E-002	8.50000E-003	3.18500E-010	1.74230E-009	7.42859E+002	7.49453E+002	6.59350E+000	8.70300E-007	3.91450E+000	3.31352E-002	6.31900E-001	2.72800E-010	2.37000E-010
377	27	18	1	1.35000E-002	1.31000E-002	8.50000E-003	4.35600E-010	2.78210E-009	7.38187E+002	7.43585E+002	5.39720E+000	9.01100E-007	3.92500E+000	3.26738E-002	6.32400E-001	1.18700E-010	5.12900E-010
381	25	18	1	1.35000E-002	1.31000E-002	8.50000E-003	2.97400E-010	2.81490E-009	7.26417E+002	7.35733E+002	9.31660E+000	9.93400E-007	3.97660E+000	3.24288E-002	6.32600E-001	3.33200E-010	5.05400E-010
385	23	18	1	1.36000E-002	1.30000E-002	8.50000E-003	6.09000E-011	2.49170E-009	7.21543E+002	7.33615E+002	1.20725E+001	1.11610E-006	4.02840E+000	3.26145E-002	6.31600E-001	5.24800E-010	7.99000E-011
389	21	18	1	1.35000E-002	1.31000E-002	8.50000E-003	2.71700E-010	2.02100E-009	7.21829E+002	7.33788E+002	1.19586E+001	1.07750E-006	4.04250E+000	3.26455E-002	6.32100E-001	3.32300E-010	1.82000E-010
393	19	18	1	1.36000E-002	1.30000E-002	8.50000E-003	1.82700E-010	2.60180E-009	7.23819E+002	7.35599E+002	1.17800E+001	1.03680E-006	4.02530E+000	3.25889E-002	6.32100E-001	1.84300E-010	8.17000E-011
397	17	18	1	1.35000E-002	1.29000E-002	8.50000E-003	7.96000E-011	2.57600E-009	7.29636E+002	7.41926E+002	1.22894E+001	9.41700E-007	4.00730E+000	3.29565E-002	6.33100E-001	1.27400E-010	1.57400E-010
401	15	18	1	1.35000E-002	1.28000E-002	8.50000E-003	2.85700E-010	2.33010E-009	7.33951E+002	7.44251E+002	1.02993E+001	9.66200E-007	3.96710E+000	3.34501E-002	6.32300E-001	3.31600E-010	2.20000E-011
405	13	18	1	1.36000E-002	1.28000E-002	8.50000E-003	2.76300E-010	2.60650E-009	7.24484E+002	7.36054E+002	1.15706E+001	1.05440E-006	4.00520E+000	3.39594E-002	6.32800E-001	2.67400E-010	6.97900E-010
409	11	18	1	1.36000E-002	1.28000E-002	8.50000E-003	6.79000E-011	2.36990E-009	7.25634E+002	7.37370E+002	1.17357E+001	9.67800E-007	4.11770E+000	3.41971E-002	6.33900E-001	5.67000E-011	2.55000E-010
413	9	18	1	1.36000E-002	1.28000E-002	8.50000E-003	1.52200E-010	3.26450E-009	7.35174E+002	7.45338E+002	1.01644E+001	9.21900E-007	4.18360E+000	3.43091E-002	6.33300E-001	7.18700E-010	5.76000E-011
417	7	18	1	1.36000E-002	1.28000E-002	8.50000E-003	2.50600E-010	3.08180E-009	7.32213E+002	7.39394E+002	7.18110E+000	9.29800E-007	4.21400E+000	3.37682E-002	6.33400E-001	5.64000E-011	1.15700E-010
421	8	20	1	1.35000E-002	1.20000E-002	8.00000E-003	5.01200E-010	2.92960E-009	7.37181E+002	7.40435E+002	3.25350E+000	9.09100E-007	4.15800E+000	3.34898E-002	6.33400E-001	7.16400E-010	1.22500E-010
424	10	20	1	1.36000E-002	1.27000E-002	8.50000E-003	1.52200E-010	2.91790E-009	7.30946E+002	7.42313E+002	1.13674E+001	9.51100E-007	4.13600E+000	3.42340E-002	6.33500E-001	3.99500E-010	6.72000E-011
428	12	20	1	1.35000E-002	1.26000E-002	8.50000E-003	1.21800E-010	2.87580E-009	7.27292E+002	7.40188E+002	1.28960E+001	9.73200E-007	4.04960E+000	3.42362E-002	6.33400E-001	2.41400E-010	1.11900E-010
432	14	20	1	1.35000E-002	1.28000E-002	8.50000E-003	7.49000E-011	3.34180E-009	7.27246E+002	7.38035E+002	1.07891E+001	1.00090E-006	3.96490E+000	3.39113E-002	6.33000E-001	2.66700E-010	1.91600E-010
436	16	20	1	1.35000E-002	1.27000E-002	8.50000E-003	2.74000E-010	2.31610E-009	7.28931E+002	7.41892E+002	1.29614E+001	9.80500E-007	3.90240E+000	3.36968E-002	6.32700E-001	1.67400E-010	2.44700E-010
440	18	20	1	1.36000E-002	1.26000E-002	8.50000E-003	2.81000E-010	2.26690E-009	7.36861E+002	7.45430E+002	8.56890E+000	9.37900E-007	3.87420E+000	3.33898E-002	6.32000E-001	1.27200E-010	2.46100E-010
444	20	20	1	1.36000E-002	1.27000E-002	8.50000E-003	2.11000E-011	2.52220E-009	7.34566E+002	7.44069E+002	9.50330E+000	9.22500E-007	3.88300E+000	3.31312E-002	6.32500E-001	5.73300E-010	2.20100E-010
448	22	20	1	1.36000E-002	1.27000E-002	8.50000E-003	1.59200E-010	2.36760E-009	7.33969E+002	7.44840E+002	1.08710E+001	9.27300E-007	3.88460E+000	3.30543E-002	6.32100E-001	3.30000E-012	3.77500E-010
452	24	20	1	1.36000E-002	1.28000E-002	8.50000E-003	7.00000E-012	2.53850E-009	7.40439E+002	7.47924E+002	7.48460E+000	8.87000E-007	3.86600E+000	3.29690E-002	6.32200E-001	4.49200E-010	6.58000E-011
456	26	20	3	1.36000E-002	1.30000E-002	8.50000E-003	1.39090E-005
460	28	20	1	1.35000E-002	1.29000E-002	8.50000E-003	9.37000E-011	2.15680E-009	7.39615E+002	7.50194E+002	1.05790E+001	8.72200E-007	3.87060E+000	3.34908E-002	6.32500E-001	3.09600E-010	5.93200E-010
464	30	20	1	1.34000E-002	1.28000E-002	8.50000E-003	3.34900E-010	2.73060E-009	7.45786E+002	7.53483E+002	7.69650E+000	8.10000E-007	3.89630E+000	3.36198E-002	6.33000E-001	1.46100E-010	6.86400E-010
468	32	20	1	1.36000E-002	1.29000E-002	8.50000E-003	3.81700E-010	2.65330E-009	7.43479E+002	7.52397E+002	8.91790E+000	8.08500E-007	3.93700E+000	3.38212E-002	6.33400E-001	1.95100E-010	5.55000E-011
472	34	20	1	1.35000E-002	1.29000E-002	8.50000E-003	3.60600E-010	2.60410E-009	7.46626E+002	7.53483E+002	6.85740E+000	8.08800E-007	3.99150E+000	3.37907E-002	6.33000E-001	4.38900E-010	4.87800E-010
476	36	20	1	1.35000E-002	1.28000E-002	8.50000E-003	6.62700E-010	3.05140E-009	7.34176E+002	7.35812E+002	1.63560E+000	8.85600E-007	4.07360E+000	3.29641E-002	6.33300E-001	2.56700E-010	1.37500E-010
482	34	22	1	1.35000E-002	1.28000E-002	8.50000E-003	9.37000E-011	2.48230E-009	7.41970E+002	7.43643E+002	1.67290E+000	8.97300E-007	4.11030E+000	3.30062E-002	6.33200E-001	4.19000E-010	5.55000E-011
486	32	22	1	1.36000E-002	1.31000E-002	8.50000E-003	9.46100E-010	2.35590E-009	7.44907E+002	7.48325E+002	3.41770E+000	7.97400E-007	4.02450E+000	3.33603E-002	6.33700E-001	5.22900E-010	3.72800E-010
490	30	22	1	1.35000E-002	1.28000E-002	8.50000E-003	5.62000E-011	2.19430E-009	7.44391E+002	7.52214E+002	7.82330E+000	8.54900E-007	4.00650E+000	3.39287E-002	6.32800E-001	4.86200E-010	1.46800E-010
494	28	22	1	1.36000E-002	1.27000E-002	8.50000E-003	6.72100E-010	2.36990E-009	7.33312E+002	7.45620E+002	1.23073E+001	9.45700E-007	3.97150E+000	3.40754E-002	6.32800E-001	3.41200E-010	3.94100E-010
498	26	22	1	1.36000E-002	1.29000E-002	8.50000E-003	4.14500E-010	2.14040E-009	7.37103E+002	7.47222E+002	1.01188E+001	9.50200E-007	3.89280E+000	3.38361E-002	6.31800E-001	5.40300E-010	1.22000E-011
502	24	22	1	1.35000E-002	1.29000E-002	8.50000E-003	2.99800E-010	2.01400E-009	7.41931E+002	7.49297E+002	7.36550E+000	8.96700E-007	3.91650E+000	3.35492E-002	6.32300E-001	5.65800E-010	1.23900E-010
506	22	22	1	1.36000E-002	1.26000E-002	8.50000E-003	5.15000E-011	2.20370E-009	7.36772E+002	7.47467E+002	1.06944E+001	9.21000E-007	3.91590E+000	3.36196E-002	6.32700E-001	3.01600E-010	1.24000E-011
510	20	22	1	1.35000E-002	1.27000E-002	8.50000E-003	4.98800E-010	2.24110E-009	7.36920E+002	7.46082E+002	9.16200E+000	9.28800E-007	3.90120E+000	3.38548E-002	6.32600E-001	2.60600E-010	2.66000E-010
514	18	22	1	1.36000E-002	1.28000E-002	8.50000E-003	2.55300E-010	2.66730E-009	7.36632E+002	7.46522E+002	9.89020E+000	9.77600E-007	3.97200E+000	3.40957E-002	6.32100E-001	2.75200E-010	3.31600E-010
518	16	22	1	1.36000E-002	1.27000E-002	8.50000E-003	1.26500E-010	2.99050E-009	7.26755E+002	7.40639E+002	1.38839E+001	1.02910E-006	4.03220E+000	3.42983E-002	6.33100E-001	1.48200E-010	1.56400E-010
522	14	22	1	1.36000E-002	1.27000E-002	8.50000E-003	6.37000E-010	2.42150E-009	7.30572E+002	7.42244E+002	1.16715E+001	1.00430E-006	4.04960E+000	3.44211E-002	6.32900E-001	4.29500E-010	7.76800E-010
526	12	22	1	1.36000E-002	1.26000E-002	8.50000E-003	7.14300E-010	2.74460E-009	7.43102E+002	7.49413E+002	6.31050E+000	8.12200E-007	4.14130E+000	3.37128E-002	6.34100E-001	3.04700E-010	2.74000E-011
530	10	22	1	1.35000E-002	1.21000E-002	8.10000E-003	3.58300E-010	2.34420E-009	7.39429E+002	7.45101E+002	5.67190E+000	8.94600E-007	4.15680E+000	3.35203E-002	6.33300E-001	3.63000E-011	3.70900E-010
533	13	24	1	1.37000E-002	1.17000E-002	7.50000E-003	3.91100E-010	3.10060E-009	7.35160E+002	7.42118E+002	6.95770E+000	9.27700E-007	4.15000E+000	3.35463E-002	6.33400E-001	6.87100E-010	1.46400E-010
535	15	24	1	1.35000E-002	1.23000E-002	8.00000E-003	2.97400E-010	3.36990E-009	7.43993E+002	7.46322E+002	2.32940E+000	8.41400E-007	4.14280E+000	3.33786E-002	6.33400E-001	4.48900E-010	2.37000E-010
538	17	24	1	1.35000E-002	1.27000E-002	8.50000E-003	2.92700E-010	2.81490E-009	7.42790E+002	7.49978E+002	7.18830E+000	8.47600E-007	4.11160E+000	3.37005E-002	6.33500E-001	9.82900E-010	2.45400E-010
542	19	24	1	1.35000E-002	1.25000E-002	8.50000E-003	4.07500E-010	2.40970E-009	7.34730E+002	7.45787E+002	1.10568E+001	9.13700E-007	4.09550E+000	3.40291E-002	6.33400E-001	5.88500E-010	2.12900E-010
546	21	24	1	1.35000E-002	1.28000E-002	8.50000E-003	1.14700E-010	2.28560E-009	7.41395E+002	7.47985E+002	6.59030E+000	8.83000E-007	4.06900E+000	3.38920E-002	6.32700E-001	4.11000E-010	2.17100E-010
550	23	24	1	1.35000E-002	1.28000E-002	8.50000E-003	3.51000E-011	2.18730E-009	7.37865E+002	7.44133E+002	6.26760E+000	8.98100E-007	4.03340E+000	3.39008E-002	6.32600E-001	2.69500E-010	6.81000E-011
554	25	24	1	1.36000E-002	1.28000E-002	8.50000E-003	4.22000E-011	2.44960E-009	7.34789E+002	7.45667E+002	1.08781E+001	9.30000E-007	4.03680E+000	3.40795E-002	6.32900E-001	2.22500E-010	3.86200E-010
558	27	24	1	1.35000E-002	1.28000E-002	8.50000E-003	2.57600E-010	2.40740E-009	7.43262E+002	7.49163E+002	5.90170E+000	8.24400E-007	4.06640E+000	3.37038E-002	6.33700E-001	3.07000E-010	3.19700E-010
562	29	24	1	1.36000E-002	1.31000E-002	8.50000E-003	3.37200E-010	2.48470E-009	7.40599E+002	7.42438E+002	1.83940E+000	8.76600E-007	4.06550E+000	3.32560E-002	6.33000E-001	1.74500E-010	1.68100E-010
566	31	24	1	1.38000E-002	1.20000E-002	7.60000E-003	2.67000E-010	2.45190E-009	7.34254E+002	7.39157E+002	4.90320E+000	9.56300E-007	4.13860E+000	3.33293E-002	6.33000E-001	5.34000E-011	4.78400E-010
570	23	26	1	1.37000E-002	1.15000E-002	7.60000E-003	3.63000E-010	2.96240E-009	7.28488E+002	7.36513E+002	8.02520E+000	9.88100E-007	4.13590E+000	3.33312E-002	6.33600E-001	6.12900E-010	7.66000E-011
572	21	26	1	1.37000E-002	1.16000E-002	7.50000E-003	5.26900E-010	3.11700E-009	7.31595E+002	7.38680E+002	7.08420E+000	9.64400E-007	4.13960E+000	3.32738E-002	6.33700E-001	3.88300E-010	2.90000E-011

1	21	5	5	1.10000E-002	1.01000E-002	6.30000E-003	4.14600E-010	2.28620E-009	5.86309E+002
3	23	5	5	1.31000E-002	8.60000E-003	5.40000E-003	6.46500E-010	1.30940E-009	5.63886E+002
4	31	7	1	1.31000E-002	8.60000E-003	5.50000E-003	1.61390E-009	1.79660E-009	7.05628E+002	7.15000E+002	9.37230E+000	1.13310E-006	4.14010E+000	3.34715E-002	6.34500E-001	4.53300E-010	6.09700E-010
6	29	7	1	1.31000E-002	9.90000E-003	6.60000E-003	6.91000E-010	1.97470E-009	7.38460E+002	7.44980E+002	6.52010E+000	9.36300E-007	4.11320E+000	3.31309E-002	6.33600E-001	1.04890E-009	4.17400E-010
10	27	7	1	1.35000E-002	1.03000E-002	7.00000E-003	9.58100E-010	2.30260E-009	7.42470E+002	7.46796E+002	4.32550E+000	8.60100E-007	4.13680E+000	3.31552E-002	6.34300E-001	1.95400E-010	6.45800E-010
14	25	7	1	1.36000E-002	1.03000E-002	7.00000E-003	5.83300E-010	1.87160E-009	7.38548E+002	7.48040E+002	9.49200E+000	8.56300E-007	4.13370E+000	3.34417E-002	6.34700E-001	5.89600E-010	3.56100E-010
18	23	7	1	1.35000E-002	1.03000E-002	7.10000E-003	4.54400E-010	2.06130E-009	7.39886E+002	7.47724E+002	7.83850E+000	8.63300E-007	4.12450E+000	3.36823E-002	6.34600E-001	1.95600E-010	6.98500E-010
22	21	7	1	1.35000E-002	1.03000E-002	7.00000E-003	4.63800E-010	2.01920E-009	7.42389E+002	7.49842E+002	7.45280E+000	8.40000E-007	4.17170E+000	3.37147E-002	6.34800E-001	2.68200E-010	2.34000E-011
26	19	7	1	1.35000E-002	1.03000E-002	7.10000E-003	3.44300E-010	2.17140E-009	7.40712E+002	7.49287E+002	8.57480E+000	8.52500E-007	4.19870E+000	3.35418E-002	6.34600E-001	5.38800E-010	2.07300E-010
30	17	7	1	1.35000E-002	1.03000E-002	7.10000E-003	8.03500E-010	1.87860E-009	7.43692E+002	7.47407E+002	3.71560E+000	8.63000E-007	4.19260E+000	3.32327E-002	6.34300E-001	2.74000E-011	8.43000E-011
34	15	7	1	1.35000E-002	1.03000E-002	7.10000E-003	4.73200E-010	2.93510E-009	7.42456E+002	7.44288E+002	1.83160E+000	9.01400E-007	4.21490E+000	3.30687E-002	6.33900E-001	3.04500E-010	3.67500E-010
36	13	7	1	1.11000E-002	9.40000E-003	6.30000E-003	1.16420E-009	2.94210E-009	7.15824E+002	7.24143E+002	8.31880E+000	1.03840E-006	4.23230E+000	3.34962E-002	6.34800E-001	4.27300E-010	1.00090E-009
38	9	9	1	1.10000E-002	9.40000E-003	6.30000E-003	5.41100E-010	1.89970E-009	7.09393E+002	7.19425E+002	1.00318E+001	1.09080E-006	4.24100E+000	3.37987E-002	6.34500E-001	8.61100E-010	2.31200E-010
42	11	9	1	1.34000E-002	1.02000E-002	7.00000E-003	7.30800E-010	1.99110E-009	7.43467E+002	7.46486E+002	3.01860E+000	8.84900E-007	4.20530E+000	3.32780E-002	6.33800E-001	1.32300E-010	3.94000E-011
46	13	9	1	1.35000E-002	1.03000E-002	7.00000E-003	7.87100E-010	1.47570E-009	7.41995E+002	7.50611E+002	8.61580E+000	8.33300E-007	4.22770E+000	3.37008E-002	6.34700E-001	3.84000E-011	2.06000E-011
50	15	9	1	1.35000E-002	1.03000E-002	7.00000E-003	2.95100E-010	1.92080E-009	7.40400E+002	7.49068E+002	8.66800E+000	8.92400E-007	4.20170E+000	3.39837E-002	6.34200E-001	4.96600E-010	1.26300E-010
54	17	9	1	1.35000E-002	1.02000E-002	7.10000E-003	7.12100E-010	1.64910E-009	7.33135E+002	7.42689E+002	9.55330E+000	9.34100E-007	4.13490E+000	3.41164E-002	6.34800E-001	5.00000E-013	3.65000E-010
58	19	9	1	1.36000E-002	1.02000E-002	7.00000E-003	8.17500E-010	2.45720E-009	7.24339E+002	7.38473E+002	1.41336E+001	1.09830E-006	4.10220E+000	3.43917E-002	6.33500E-001	8.94600E-010	6.86000E-011
62	21	9	1	1.35000E-002	1.02000E-002	7.10000E-003	4.21600E-010	2.11520E-009	7.32483E+002	7.41830E+002	9.34730E+000	1.00770E-006	4.06740E+000	3.40796E-002	6.33400E-001	3.00500E-010	6.64500E-010
66	23	9	1	1.35000E-002	1.02000E-002	7.10000E-003	9.48700E-010	1.72170E-009	7.28960E+002	7.39620E+002	1.06596E+001	1.04540E-006	4.00640E+000	3.41560E-002	6.33200E-001	7.81900E-010	5.56800E-010
70	25	9	1	1.35000E-002	1.01000E-002	7.10000E-003	1.33500E-010	1.64440E-009	7.25322E+002	7.39826E+002	1.45038E+001	1.07610E-006	4.04180E+000	3.42283E-002	6.33200E-001	4.30800E-010	4.92800E-010
74	27	9	1	1.36000E-002	1.02000E-002	7.10000E-003	2.34200E-010	2.04490E-009	7.28872E+002	7.38356E+002	9.48440E+000	9.76400E-007	4.06660E+000	3.40044E-002	6.34400E-001	5.73200E-010	2.52500E-010
78	29	9	1	1.36000E-002	1.01000E-002	7.00000E-003	2.22500E-010	2.47360E-009	7.29386E+002	7.40763E+002	1.13768E+001	9.69200E-007	4.03070E+000	3.40594E-002	6.33500E-001	7.94000E-011	1.15000E-010
82	31	9	1	1.35000E-002	1.02000E-002	7.10000E-003	5.55200E-010	2.30960E-009	7.39594E+002	7.48683E+002	9.08810E+000	8.61400E-007	4.09800E+000	3.35409E-002	6.34100E-001	4.51400E-010	6.38300E-010
85	33	9	1	1.31000E-002	9.70000E-003	6.60000E-003	1.09160E-009	2.39870E-009	7.40551E+002	7.44012E+002	3.46160E+000	8.69800E-007	4.14390E+000	3.30923E-002	6.34300E-001	6.20300E-010	6.99200E-010
87	35	9	1	1.31000E-002	8.60000E-003	5.50000E-003	5.69200E-010	2.35180E-009	6.96667E+002	7.07768E+002	1.11006E+001	1.20470E-006	4.11990E+000	3.35500E-002	6.34300E-001	8.05800E-010	1.13910E-009
88	37	11	1	1.32000E-002	8.70000E-003	5.50000E-003	8.64400E-010	2.13860E-009	7.06782E+002	7.12578E+002	5.79600E+000	1.06130E-006	4.13720E+000	3.35250E-002	6.34900E-001	3.84200E-010	7.74200E-010
91	35	11	1	1.36000E-002	1.02000E-002	7.10000E-003	7.54300E-010	1.96060E-009	7.43186E+002	7.44587E+002	1.40070E+000	8.51300E-007	4.12440E+000	3.31113E-002	6.34100E-001	1.63500E-010	2.09200E-010
95	33	11	1	1.36000E-002	1.02000E-002	7.10000E-003	6.79000E-011	1.30010E-009	7.46578E+002	7.52564E+002	5.98620E+000	8.27400E-007	4.06070E+000	3.36479E-002	6.33700E-001	1.80800E-010	1.41700E-010
99	31	11	1	1.36000E-002	1.02000E-002	7.10000E-003	5.80900E-010	1.69120E-009	7.32889E+002	7.45829E+002	1.29396E+001	9.11600E-007	4.02550E+000	3.37857E-002	6.34100E-001	1.53400E-010	1.60700E-010
103	29	11	1	1.37000E-002	1.02000E-002	7.10000E-003	1.06820E-009	1.61630E-009	7.34587E+002	7.42432E+002	7.84470E+000	9.26200E-007	3.99610E+000	3.37064E-002	6.33800E-001	4.95000E-010	2.94200E-010
107	27	11	1	1.35000E-002	1.02000E-002	7.10000E-003	8.38600E-010	1.83650E-009	7.36319E+002	7.43664E+002	7.34590E+000	9.26500E-007	3.98030E+000	3.35063E-002	6.33700E-001	5.69000E-011	2.39600E-010
111	25	11	1	1.35000E-002	1.03000E-002	7.00000E-003	9.20600E-010	1.91610E-009	7.27706E+002	7.40130E+002	1.24239E+001	1.01750E-006	3.96010E+000	3.35247E-002	6.33200E-001	3.46900E-010	8.25000E-011
115	23	11	1	1.36000E-002	1.02000E-002	7.00000E-003	2.69400E-010	1.56710E-009	7.33684E+002	7.43162E+002	9.47840E+000	9.44000E-007	3.98850E+000	3.32485E-002	6.33400E-001	6.39000E-010	3.88600E-010
119	21	11	1	1.36000E-002	1.03000E-002	7.10000E-003	4.47400E-010	1.51320E-009	7.36397E+002	7.44713E+002	8.31550E+000	9.35500E-007	4.01070E+000	3.32641E-002	6.33200E-001	1.03500E-010	1.94000E-011
123	19	11	1	1.35000E-002	1.02000E-002	7.00000E-003	7.80000E-010	1.99810E-009	7.29667E+002	7.42103E+002	1.24360E+001	9.97900E-007	4.00420E+000	3.35509E-002	6.33300E-001	3.98000E-010	3.52100E-010
127	17	11	1	1.36000E-002	1.03000E-002	7.10000E-003	1.33280E-009	2.51580E-009	7.33339E+002	7.41933E+002	8.59480E+000	9.53100E-007	4.04520E+000	3.36020E-002	6.33900E-001	1.60500E-010	3.40400E-010
131	15	11	1	1.35000E-002	1.03000E-002	7.10000E-003	9.95500E-010	1.91140E-009	7.38674E+002	7.46262E+002	7.58820E+000	9.13000E-007	4.11060E+000	3.37986E-002	6.33900E-001	5.68700E-010	3.51100E-010
135	13	11	1	1.36000E-002	1.02000E-002	7.10000E-003	6.27800E-010	2.28860E-009	7.33472E+002	7.46576E+002	1.31040E+001	8.87700E-007	4.18310E+000	3.39179E-002	6.35300E-001	1.11300E-010	4.00600E-010
139	11	11	1	1.35000E-002	1.03000E-002	7.10000E-003	8.45600E-010	2.62590E-009	7.41413E+002	7.48543E+002	7.13020E+000	8.77300E-007	4.21810E+000	3.39673E-002	6.34200E-001	6.14900E-010	2.11500E-010
143	9	11	1	1.36000E-002	1.04000E-002	7.10000E-003	9.60400E-010	2.09410E-009	7.44245E+002	7.48259E+002	4.01400E+000	8.50100E-007	4.22720E+000	3.33847E-002	6.34400E-001	1.52000E-010	2.47400E-010
146	7	11	1	1.40000E-002	9.90000E-003	6.80000E-003	6.44200E-010	2.61650E-009	6.96125E+002	7.05581E+002	9.45660E+000	1.17270E-006	4.22940E+000	3.40154E-002	6.34900E-001	8.39100E-010	1.36100E-010
150	6	13	1	1.36000E-002	1.03000E-002	7.00000E-003	2.69400E-010	2.42910E-009	7.28199E+002	7.37220E+002	9.02040E+000	9.80900E-007	4.24800E+000	3.36406E-002	6.34900E-001	3.64500E-010	4.47900E-010
154	8	13	1	1.36000E-002	1.03000E-002	7.00000E-003	5.85600E-010	2.87180E-009	7.44214E+002	7.46745E+002	2.53170E+000	8.41200E-007	4.25180E+000	3.34711E-002	6.34300E-001	3.27900E-010	4.80000E-010
158	10	13	1	1.35000E-002	1.02000E-002	7.00000E-003	4.73200E-010	1.87390E-009	7.31832E+002	7.44810E+002	1.29781E+001	9.40000E-007	4.18330E+000	3.40816E-002	6.34100E-001	5.49100E-010	1.09400E-010
162	12	13	1	1.35000E-002	1.02000E-002	7.10000E-003	0.00000E+000	2.13160E-009	7.39412E+002	7.47121E+002	7.70960E+000	9.10000E-007	4.12420E+000	3.36034E-002	6.33700E-001	1.36100E-010	6.15400E-010
166	14	13	1	1.35000E-002	1.03000E-002	7.00000E-003	4.49700E-010	1.88800E-009	7.38871E+002	7.46188E+002	7.31730E+000	8.67900E-007	4.05630E+000	3.33296E-002	6.34100E-001	4.57700E-010	7.69300E-010
170	16	13	1	1.35000E-002	1.01000E-002	7.10000E-003	5.92600E-010	2.34240E-009	7.32206E+002	7.43775E+002	1.15685E+001	9.32400E-007	3.99960E+000	3.31142E-002	6.33500E-001	2.99600E-010	2.96800E-010
174	18	13	1	1.36000E-002	1.02000E-002	7.10000E-003	7.73000E-011	2.23470E-009	7.32516E+002	7.40121E+002	7.60450E+000	9.50500E-007	4.05050E+000	3.27694E-002	6.33300E-001	3.52800E-010	2.88100E-010
178	20	13	1	1.36000E-002	1.02000E-002	7.10000E-003	1.45200E-010	2.22300E-009	7.25960E+002	7.36302E+002	1.03425E+001	1.00800E-006	4.09260E+000	3.24274E-002	6.33200E-001	9.11000E-011	9.60000E-012
182	22	13	1	1.35000E-002	1.02000E-002	7.10000E-003	3.53700E-010	1.91140E-009	7.19003E+002	7.32747E+002	1.37440E+001	1.07410E-006	4.06700E+000	3.25166E-002	6.33100E-001	8.50300E-010	7.18700E-010
186	24	13	1	1.35000E-002	1.02000E-002	7.10000E-003	9.83800E-010	2.08710E-009	7.28395E+002	7.37959E+002	9.56360E+000	9.98500E-007	4.02710E+000	3.22642E-002	6.33000E-001	3.95600E-010	2.67000E-010
190	26	13	1	1.36000E-002	1.02000E-002	7.10000E-003	3.42000E-010	1.78960E-009	7.33587E+002	7.40276E+002	6.68890E+000	9.45900E-007	3.97730E+000	3.25467E-002	6.33200E-001	3.14800E-010	7.50000E-010
194	28	13	1	1.36000E-002	1.02000E-002	7.10000E-003	6.23100E-010	1.73570E-009	7.34684E+002	7.46023E+002	1.13393E+001	9.16000E-007	3.95430E+000	3.31100E-002	6.33500E-001	1.23700E-010	8.74000E-011
198	30	13	1	1.36000E-002	1.03000E-002	7.10000E-003	1.07750E-009	1.99110E-009	7.46327E+002	7.52784E+002	6.45660E+000	8.18300E-007	3.94240E+000	3.30374E-002	6.33600E-001	9.98000E-011	4.66000E-011
202	32	13	1	1.36000E-002	1.02000E-002	7.00000E-003	1.00960E-009	2.77580E-009	7.44476E+002	7.51765E+002	7.28920E+000	8.45100E-007	3.99880E+000	3.34641E-002	6.33500E-001	1.16700E-010	4.86500E-010
