Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-201510@CP
Wafer number	21
Date	2025/02/13
Time	20:19:59

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
337	32	16	1	1.35000E-002	1.31000E-002	8.50000E-003	2.59900E-010	2.50340E-009	7.42065E+002	7.49530E+002	7.46530E+000	8.60000E-007	3.93170E+000	3.35053E-002	6.32500E-001	1.37900E-010	6.05600E-010
341	34	16	1	1.35000E-002	1.29000E-002	8.60000E-003	1.42900E-010	2.12170E-009	7.39760E+002	7.51041E+002	1.12809E+001	8.69900E-007	3.97450E+000	3.39559E-002	6.32900E-001	1.26900E-010	3.63200E-010
345	36	16	1	1.35000E-002	1.33000E-002	8.50000E-003	3.09100E-010	2.62750E-009	7.50082E+002	7.51543E+002	1.46160E+000	7.90800E-007	4.03480E+000	3.34156E-002	6.32800E-001	4.71200E-010	2.49600E-010
349	38	16	1	1.35000E-002	1.31000E-002	8.50000E-003	4.70700E-010	2.96480E-009	7.38353E+002	7.39655E+002	1.30150E+000	9.26600E-007	4.11630E+000	3.30184E-002	6.32800E-001	2.94100E-010	5.14700E-010
357	37	18	1	1.36000E-002	1.35000E-002	8.50000E-003	5.85000E-011	2.16850E-009	7.42205E+002	7.43430E+002	1.22550E+000	8.86500E-007	4.07400E+000	3.28759E-002	6.32800E-001	6.66700E-010	1.75900E-010
361	35	18	1	1.35000E-002	1.33000E-002	8.50000E-003	3.04000E-011	2.49640E-009	7.49527E+002	7.55559E+002	6.03200E+000	8.33300E-007	4.02090E+000	3.37480E-002	6.32200E-001	3.79100E-010	9.91000E-011
365	33	18	1	1.36000E-002	1.33000E-002	8.50000E-003	3.60600E-010	2.08190E-009	7.48898E+002	7.54528E+002	5.63030E+000	8.43000E-007	3.96990E+000	3.37795E-002	6.32200E-001	9.72000E-011	1.91100E-010
369	31	18	1	1.36000E-002	1.34000E-002	8.50000E-003	2.20100E-010	2.22470E-009	7.40387E+002	7.50089E+002	9.70190E+000	8.97300E-007	3.92910E+000	3.34801E-002	6.32500E-001	1.49900E-010	3.47100E-010
373	29	18	1	1.35000E-002	1.32000E-002	8.50000E-003	3.63000E-010	2.35820E-009	7.44012E+002	7.50764E+002	6.75210E+000	9.10100E-007	3.91140E+000	3.31829E-002	6.31700E-001	4.18000E-010	9.81000E-011
377	27	18	1	1.35000E-002	1.32000E-002	8.50000E-003	3.72400E-010	2.69310E-009	7.39673E+002	7.45177E+002	5.50350E+000	9.37700E-007	3.91850E+000	3.27268E-002	6.32000E-001	9.65000E-011	3.19900E-010
381	25	18	1	1.36000E-002	1.33000E-002	8.50000E-003	4.63700E-010	2.20370E-009	7.28491E+002	7.37803E+002	9.31200E+000	1.01680E-006	3.94980E+000	3.24823E-002	6.32300E-001	7.35800E-010	1.36500E-010
385	23	18	1	1.35000E-002	1.33000E-002	8.60000E-003	3.27900E-010	2.03270E-009	7.24439E+002	7.35756E+002	1.13177E+001	1.12620E-006	4.00480E+000	3.25156E-002	6.31300E-001	3.53900E-010	8.03000E-011
389	21	18	1	1.35000E-002	1.30000E-002	8.50000E-003	1.59200E-010	2.21770E-009	7.24454E+002	7.35851E+002	1.13966E+001	1.08860E-006	4.01530E+000	3.26112E-002	6.32000E-001	7.42000E-011	4.42800E-010
393	19	18	1	1.35000E-002	1.31000E-002	8.60000E-003	1.54600E-010	2.81250E-009	7.25248E+002	7.36692E+002	1.14447E+001	1.06910E-006	4.01050E+000	3.26643E-002	6.31900E-001	5.11000E-011	6.16000E-011
397	17	18	1	1.36000E-002	1.30000E-002	8.50000E-003	2.81000E-010	2.95540E-009	7.33314E+002	7.44151E+002	1.08372E+001	9.43700E-007	3.98650E+000	3.29970E-002	6.33000E-001	4.37000E-010	1.52500E-010
401	15	18	1	1.35000E-002	1.31000E-002	8.50000E-003	6.74400E-010	2.23880E-009	7.36309E+002	7.46280E+002	9.97100E+000	9.86400E-007	3.95580E+000	3.34744E-002	6.31900E-001	3.63500E-010	1.75900E-010
405	13	18	1	1.35000E-002	1.28000E-002	8.50000E-003	5.01200E-010	2.88750E-009	7.26851E+002	7.39159E+002	1.23080E+001	1.04870E-006	3.99840E+000	3.37792E-002	6.32900E-001	9.74700E-010	2.53000E-011
409	11	18	1	1.35000E-002	1.27000E-002	8.50000E-003	9.84000E-011	2.29970E-009	7.27928E+002	7.36720E+002	8.79220E+000	1.02100E-006	4.09730E+000	3.41741E-002	6.33300E-001	2.24300E-010	2.14000E-010
413	9	18	1	1.36000E-002	1.31000E-002	8.50000E-003	3.18500E-010	2.83830E-009	7.35022E+002	7.43744E+002	8.72190E+000	9.66600E-007	4.15780E+000	3.42610E-002	6.32800E-001	5.07200E-010	5.79400E-010
417	7	18	1	1.36000E-002	1.28000E-002	8.50000E-003	1.26500E-010	2.34650E-009	7.35304E+002	7.41226E+002	5.92220E+000	9.51600E-007	4.20160E+000	3.36655E-002	6.33000E-001	3.27600E-010	6.86400E-010
421	8	20	1	1.34000E-002	1.23000E-002	8.10000E-003	5.15000E-011	3.79380E-009	7.37484E+002	7.40921E+002	3.43730E+000	9.18700E-007	4.16460E+000	3.35282E-002	6.33200E-001	5.04900E-010	4.17000E-011
424	10	20	1	1.35000E-002	1.28000E-002	8.50000E-003	3.18500E-010	2.14980E-009	7.31308E+002	7.41739E+002	1.04307E+001	9.89700E-007	4.11530E+000	3.42784E-002	6.33000E-001	5.30400E-010	9.25000E-011
428	12	20	1	1.35000E-002	1.26000E-002	8.50000E-003	2.62300E-010	2.50810E-009	7.26314E+002	7.37059E+002	1.07452E+001	1.04460E-006	4.05050E+000	3.42665E-002	6.33000E-001	1.65100E-010	2.41200E-010
432	14	20	1	1.36000E-002	1.27000E-002	8.50000E-003	4.14500E-010	2.66500E-009	7.27554E+002	7.36347E+002	8.79330E+000	1.06480E-006	3.97050E+000	3.40366E-002	6.32500E-001	2.63000E-010	6.80000E-012
436	16	20	1	1.36000E-002	1.28000E-002	8.50000E-003	2.57600E-010	2.35350E-009	7.29752E+002	7.42195E+002	1.24426E+001	1.02170E-006	3.92540E+000	3.37094E-002	6.32300E-001	2.01400E-010	2.01200E-010
440	18	20	1	1.35000E-002	1.29000E-002	8.60000E-003	6.30000E-010	2.51280E-009	7.39190E+002	7.47049E+002	7.85920E+000	9.46200E-007	3.89790E+000	3.32763E-002	6.32100E-001	2.98600E-010	2.90400E-010
444	20	20	1	1.36000E-002	1.28000E-002	8.50000E-003	3.02100E-010	2.20130E-009	7.36640E+002	7.45311E+002	8.67060E+000	9.46600E-007	3.87220E+000	3.29675E-002	6.32200E-001	2.31600E-010	4.85500E-010
448	22	20	1	1.36000E-002	1.29000E-002	8.60000E-003	2.03700E-010	2.09130E-009	7.35837E+002	7.45722E+002	9.88470E+000	9.46400E-007	3.87590E+000	3.29102E-002	6.32000E-001	5.38200E-010	3.28600E-010
452	24	20	1	1.36000E-002	1.27000E-002	8.50000E-003	9.84000E-011	2.10300E-009	7.42447E+002	7.48999E+002	6.55190E+000	8.95000E-007	3.87380E+000	3.28019E-002	6.32100E-001	1.28600E-010	3.42000E-011
456	26	20	1	1.35000E-002	1.28000E-002	8.50000E-003	2.58000E-011	2.09360E-009	7.41995E+002	7.48946E+002	6.95090E+000	9.37700E-007	3.86260E+000	3.31708E-002	6.31500E-001	4.48200E-010	1.82900E-010
460	28	20	1	1.35000E-002	1.30000E-002	8.60000E-003	2.34200E-010	1.49640E-009	7.39083E+002	7.49103E+002	1.00201E+001	9.17100E-007	3.85800E+000	3.34704E-002	6.32100E-001	1.17000E-011	4.03000E-011
464	30	20	1	1.35000E-002	1.29000E-002	8.50000E-003	6.30000E-010	2.54790E-009	7.46006E+002	7.52194E+002	6.18790E+000	8.41300E-007	3.90770E+000	3.35906E-002	6.32700E-001	7.33000E-011	1.04000E-010
468	32	20	1	1.35000E-002	1.28000E-002	8.60000E-003	7.23600E-010	2.44720E-009	7.43190E+002	7.51208E+002	8.01770E+000	8.47400E-007	3.93920E+000	3.38256E-002	6.33000E-001	4.41900E-010	1.16400E-010
472	34	20	1	1.35000E-002	1.29000E-002	8.60000E-003	7.28300E-010	1.77280E-009	7.47237E+002	7.52697E+002	5.46010E+000	8.37100E-007	3.98440E+000	3.36366E-002	6.32700E-001	7.17300E-010	1.46800E-010
476	36	20	1	1.35000E-002	1.28000E-002	8.50000E-003	2.64600E-010	2.07950E-009	7.36882E+002	7.38438E+002	1.55570E+000	9.13200E-007	4.04890E+000	3.29069E-002	6.32800E-001	2.19000E-010	1.87100E-010
482	34	22	1	1.35000E-002	1.28000E-002	8.50000E-003	5.45600E-010	2.41910E-009	7.38674E+002	7.42393E+002	3.71860E+000	9.57000E-007	4.06760E+000	3.32838E-002	6.32400E-001	1.74700E-010	3.21300E-010
486	32	22	1	1.36000E-002	1.28000E-002	8.50000E-003	5.78400E-010	2.47770E-009	7.43536E+002	7.48404E+002	4.86800E+000	8.54800E-007	3.98880E+000	3.35502E-002	6.32900E-001	1.59500E-010	3.09000E-011
490	30	22	1	1.36000E-002	1.28000E-002	8.50000E-003	8.43000E-011	1.95310E-009	7.43163E+002	7.50401E+002	7.23780E+000	8.97400E-007	3.96830E+000	3.39451E-002	6.32300E-001	4.24100E-010	2.95000E-011
494	28	22	1	1.36000E-002	1.29000E-002	8.50000E-003	6.37000E-010	2.24820E-009	7.31794E+002	7.43726E+002	1.19317E+001	1.00490E-006	3.94330E+000	3.41298E-002	6.32200E-001	5.09800E-010	9.95000E-011
498	26	22	1	1.35000E-002	1.28000E-002	8.50000E-003	2.88000E-010	2.10530E-009	7.38776E+002	7.47878E+002	9.10140E+000	9.72600E-007	3.90370E+000	3.38575E-002	6.31600E-001	2.44000E-010	4.70900E-010
502	24	22	1	1.36000E-002	1.28000E-002	8.50000E-003	2.11000E-011	2.11000E-009	7.43470E+002	7.50560E+002	7.08980E+000	9.21400E-007	3.92520E+000	3.34324E-002	6.32000E-001	7.40500E-010	7.00000E-012
506	22	22	1	1.35000E-002	1.27000E-002	8.50000E-003	2.10800E-010	1.82190E-009	7.38725E+002	7.48714E+002	9.98890E+000	9.45100E-007	3.92490E+000	3.36034E-002	6.32400E-001	6.72000E-011	2.74000E-011
510	20	22	1	1.36000E-002	1.28000E-002	8.50000E-003	2.64600E-010	2.27160E-009	7.36856E+002	7.45501E+002	8.64460E+000	9.68800E-007	3.90750E+000	3.36946E-002	6.32200E-001	2.52200E-010	3.20400E-010
514	18	22	1	1.35000E-002	1.29000E-002	8.50000E-003	7.14300E-010	1.95540E-009	7.36535E+002	7.45382E+002	8.84720E+000	1.01980E-006	3.97390E+000	3.40144E-002	6.31800E-001	5.07500E-010	1.89000E-010
518	16	22	1	1.37000E-002	1.26000E-002	8.50000E-003	7.00200E-010	2.68840E-009	7.25215E+002	7.37362E+002	1.21471E+001	1.10200E-006	4.02140E+000	3.42761E-002	6.32500E-001	3.86200E-010	2.51000E-010
522	14	22	1	1.36000E-002	1.27000E-002	8.60000E-003	5.64400E-010	2.24110E-009	7.27745E+002	7.39160E+002	1.14150E+001	1.08140E-006	4.03640E+000	3.43890E-002	6.32600E-001	1.17000E-011	4.57100E-010
526	12	22	1	1.35000E-002	1.26000E-002	8.50000E-003	2.97400E-010	3.06080E-009	7.41057E+002	7.47734E+002	6.67660E+000	8.70500E-007	4.12180E+000	3.38386E-002	6.33400E-001	6.86600E-010	5.53100E-010
530	10	22	1	1.35000E-002	1.22000E-002	8.00000E-003	4.80100E-010	2.61820E-009	7.40561E+002	7.44818E+002	4.25700E+000	9.16900E-007	4.14300E+000	3.34968E-002	6.32900E-001	4.05400E-010	5.74000E-011
533	13	24	1	1.38000E-002	1.18000E-002	7.60000E-003	7.04900E-010	2.80790E-009	7.32331E+002	7.39136E+002	6.80460E+000	9.97900E-007	4.11370E+000	3.36269E-002	6.32800E-001	1.19900E-010	1.62300E-010
535	15	24	1	1.35000E-002	1.22000E-002	8.10000E-003	5.57400E-010	2.73990E-009	7.43652E+002	7.45694E+002	2.04190E+000	8.84200E-007	4.09370E+000	3.34581E-002	6.32800E-001	3.97900E-010	5.60000E-011
538	17	24	1	1.35000E-002	1.26000E-002	8.50000E-003	1.56900E-010	2.90860E-009	7.40559E+002	7.47015E+002	6.45660E+000	8.98200E-007	4.04430E+000	3.38089E-002	6.33000E-001	1.39100E-010	3.44500E-010
542	19	24	1	1.35000E-002	1.27000E-002	8.60000E-003	8.00900E-010	2.83130E-009	7.32820E+002	7.44018E+002	1.11973E+001	9.60000E-007	4.03240E+000	3.41693E-002	6.33200E-001	4.98600E-010	1.59900E-010
546	21	24	1	1.36000E-002	1.26000E-002	8.50000E-003	2.29500E-010	1.75640E-009	7.42670E+002	7.48255E+002	5.58510E+000	8.94000E-007	4.01540E+000	3.39817E-002	6.32400E-001	3.06800E-010	1.92300E-010
550	23	24	1	1.36000E-002	1.30000E-002	8.60000E-003	7.11900E-010	2.19660E-009	7.39427E+002	7.45760E+002	6.33340E+000	9.26300E-007	3.96800E+000	3.38767E-002	6.32000E-001	2.40300E-010	1.63900E-010
554	25	24	1	1.36000E-002	1.29000E-002	8.60000E-003	4.30900E-010	2.03040E-009	7.33576E+002	7.44420E+002	1.08440E+001	9.92600E-007	3.98890E+000	3.41068E-002	6.32300E-001	2.87800E-010	3.67400E-010
558	27	24	1	1.35000E-002	1.29000E-002	8.60000E-003	7.75100E-010	2.48000E-009	7.41662E+002	7.47135E+002	5.47340E+000	8.83400E-007	4.01320E+000	3.36284E-002	6.33000E-001	7.64600E-010	5.05100E-010
562	29	24	1	1.35000E-002	1.28000E-002	8.60000E-003	1.99100E-010	2.11700E-009	7.41244E+002	7.43091E+002	1.84730E+000	9.25500E-007	4.00430E+000	3.32461E-002	6.32200E-001	6.50100E-010	4.14500E-010
566	31	24	1	1.37000E-002	1.21000E-002	7.60000E-003	3.84100E-010	2.43320E-009	7.32808E+002	7.37127E+002	4.31870E+000	1.01390E-006	4.05570E+000	3.32961E-002	6.32400E-001	1.93400E-010	8.27000E-011
570	23	26	1	1.37000E-002	1.17000E-002	7.50000E-003	2.50600E-010	2.32310E-009	7.27672E+002	7.34946E+002	7.27380E+000	1.03860E-006	4.04800E+000	3.34262E-002	6.33100E-001	2.61100E-010	1.20800E-010
572	21	26	1	1.37000E-002	1.18000E-002	7.50000E-003	8.59500E-010	3.00220E-009	7.29667E+002	7.36362E+002	6.69490E+000	1.02260E-006	4.05470E+000	3.34198E-002	6.33000E-001	8.74900E-010	4.65600E-010

1	21	5	5	1.10000E-002	1.00000E-002	6.40000E-003	1.61600E-010	1.93720E-009	5.96135E+002
3	23	5	5	1.31000E-002	8.60000E-003	5.50000E-003	8.48000E-010	1.55070E-009	5.79355E+002
4	31	7	1	1.32000E-002	8.60000E-003	5.50000E-003	5.38800E-010	1.56240E-009	7.03735E+002	7.11437E+002	7.70210E+000	1.24810E-006	4.14870E+000	3.35202E-002	6.34300E-001	1.44740E-009	6.96200E-010
6	29	7	1	1.31000E-002	9.70000E-003	6.50000E-003	2.69400E-010	1.91610E-009	7.36749E+002	7.43497E+002	6.74800E+000	9.85300E-007	4.10690E+000	3.31310E-002	6.33400E-001	1.21780E-009	4.42000E-010
10	27	7	1	1.36000E-002	1.03000E-002	7.00000E-003	2.06100E-010	1.82940E-009	7.41142E+002	7.45503E+002	4.36180E+000	9.15900E-007	4.09980E+000	3.32276E-002	6.33600E-001	4.00100E-010	1.35900E-010
14	25	7	1	1.36000E-002	1.01000E-002	7.10000E-003	8.48000E-010	2.19490E-009	7.37539E+002	7.46444E+002	8.90510E+000	9.08200E-007	4.08880E+000	3.36076E-002	6.34200E-001	3.24700E-010	4.50700E-010
18	23	7	1	1.35000E-002	1.04000E-002	7.10000E-003	4.52100E-010	2.33070E-009	7.36380E+002	7.44074E+002	7.69350E+000	9.31700E-007	4.07190E+000	3.37595E-002	6.34100E-001	1.65400E-010	2.92300E-010
22	21	7	1	1.35000E-002	1.04000E-002	7.00000E-003	5.36400E-010	1.77790E-009	7.40036E+002	7.46588E+002	6.55180E+000	8.89500E-007	4.10570E+000	3.36879E-002	6.34400E-001	3.03800E-010	4.62400E-010
26	19	7	1	1.36000E-002	1.04000E-002	7.10000E-003	6.74600E-010	2.08950E-009	7.39018E+002	7.47875E+002	8.85750E+000	8.98900E-007	4.12530E+000	3.34897E-002	6.34200E-001	2.13000E-011	2.57400E-010
30	17	7	1	1.35000E-002	1.03000E-002	7.10000E-003	7.56600E-010	1.67250E-009	7.43667E+002	7.47173E+002	3.50660E+000	9.00100E-007	4.13560E+000	3.32948E-002	6.33900E-001	4.44400E-010	2.43400E-010
34	15	7	1	1.36000E-002	1.04000E-002	7.10000E-003	9.67400E-010	2.42210E-009	7.42165E+002	7.43926E+002	1.76050E+000	9.06000E-007	4.17780E+000	3.30684E-002	6.33800E-001	1.79900E-010	3.53200E-010
36	13	7	1	1.11000E-002	9.50000E-003	6.30000E-003	1.16890E-009	1.45930E-009	7.25469E+002	7.33460E+002	7.99070E+000	1.00000E-006	4.18760E+000	3.33342E-002	6.34400E-001	3.05700E-010	1.84100E-010
38	9	9	1	1.10000E-002	9.50000E-003	6.30000E-003	5.45800E-010	7.05540E-009	7.22282E+002	7.30027E+002	7.74450E+000	1.02220E-006	4.19760E+000	3.36581E-002	6.34900E-001	1.01850E-009	3.80600E-010
42	11	9	1	1.36000E-002	1.02000E-002	7.10000E-003	4.07600E-010	2.00980E-009	7.45239E+002	7.47278E+002	2.03890E+000	8.81400E-007	4.15890E+000	3.33002E-002	6.34000E-001	8.04900E-010	5.80500E-010
46	13	9	1	1.36000E-002	1.03000E-002	7.00000E-003	2.13200E-010	1.77560E-009	7.43763E+002	7.51338E+002	7.57450E+000	8.56200E-007	4.14430E+000	3.37786E-002	6.34200E-001	4.50700E-010	6.14400E-010
50	15	9	1	1.36000E-002	1.02000E-002	7.10000E-003	4.45000E-011	2.06600E-009	7.36204E+002	7.43941E+002	7.73720E+000	9.75300E-007	4.10880E+000	3.41882E-002	6.33500E-001	1.42400E-010	1.71500E-010
54	17	9	1	1.35000E-002	1.01000E-002	7.10000E-003	2.34000E-011	1.60690E-009	7.27448E+002	7.36937E+002	9.48880E+000	1.04500E-006	4.06370E+000	3.40866E-002	6.34300E-001	5.15000E-011	4.88200E-010
58	19	9	1	1.35000E-002	1.03000E-002	7.10000E-003	8.50300E-010	1.37270E-009	7.21917E+002	7.35638E+002	1.37201E+001	1.19570E-006	4.01840E+000	3.41972E-002	6.32800E-001	3.70000E-011	9.96000E-011
62	21	9	1	1.35000E-002	1.03000E-002	7.00000E-003	1.00700E-010	1.29070E-009	7.27561E+002	7.36196E+002	8.63500E+000	1.13340E-006	4.00550E+000	3.40720E-002	6.32800E-001	1.72400E-010	2.41700E-010
66	23	9	1	1.35000E-002	1.02000E-002	7.00000E-003	5.55200E-010	1.64910E-009	7.24493E+002	7.34582E+002	1.00892E+001	1.16490E-006	3.97990E+000	3.41371E-002	6.32600E-001	1.92500E-010	3.41100E-010
70	25	9	1	1.34000E-002	1.02000E-002	7.10000E-003	9.15900E-010	1.91610E-009	7.23236E+002	7.36629E+002	1.33930E+001	1.17000E-006	4.00110E+000	3.42596E-002	6.32800E-001	3.30000E-011	1.63500E-010
74	27	9	1	1.35000E-002	1.02000E-002	7.10000E-003	7.40200E-010	2.07770E-009	7.28264E+002	7.35984E+002	7.71930E+000	1.04200E-006	4.01940E+000	3.40713E-002	6.34000E-001	1.07520E-009	1.02600E-010
78	29	9	1	1.35000E-002	1.03000E-002	7.00000E-003	9.06500E-010	1.75680E-009	7.28911E+002	7.38462E+002	9.55020E+000	1.03810E-006	4.00000E+000	3.41307E-002	6.33000E-001	3.54900E-010	1.10100E-010
82	31	9	1	1.36000E-002	1.04000E-002	7.10000E-003	1.11500E-009	1.88330E-009	7.38049E+002	7.47077E+002	9.02730E+000	9.04600E-007	4.07140E+000	3.36016E-002	6.33800E-001	6.55400E-010	3.96000E-011
85	33	9	1	1.31000E-002	9.70000E-003	6.60000E-003	9.76800E-010	1.77790E-009	7.40420E+002	7.44320E+002	3.90050E+000	9.12200E-007	4.12520E+000	3.31476E-002	6.33900E-001	8.81000E-011	1.99100E-010
87	35	9	1	1.31000E-002	8.70000E-003	5.50000E-003	1.25790E-009	1.14550E-009	6.99400E+002	7.08242E+002	8.84120E+000	1.26960E-006	3.91690E+000	3.35593E-002	6.33600E-001	7.86100E-010	1.66000E-011
88	37	11	1	1.31000E-002	8.70000E-003	5.60000E-003	7.63600E-010	1.39370E-009	7.07533E+002	7.13513E+002	5.97990E+000	1.07540E-006	4.15370E+000	3.36075E-002	6.35100E-001	3.78300E-010	7.54500E-010
91	35	11	1	1.35000E-002	1.03000E-002	7.10000E-003	9.55700E-010	1.71470E-009	7.42834E+002	7.44764E+002	1.92990E+000	8.95100E-007	4.09150E+000	3.31850E-002	6.33700E-001	7.26900E-010	4.05700E-010
95	33	11	1	1.35000E-002	1.03000E-002	7.10000E-003	8.01100E-010	1.26020E-009	7.44549E+002	7.50614E+002	6.06500E+000	8.90700E-007	4.03650E+000	3.37012E-002	6.33100E-001	1.36300E-010	6.26400E-010
99	31	11	1	1.35000E-002	1.04000E-002	7.00000E-003	1.45200E-010	1.70060E-009	7.31148E+002	7.43936E+002	1.27873E+001	9.84900E-007	3.99000E+000	3.37024E-002	6.33300E-001	4.32400E-010	3.34000E-010
103	29	11	1	1.36000E-002	1.03000E-002	7.10000E-003	1.10100E-010	1.75210E-009	7.36495E+002	7.43465E+002	6.96970E+000	9.80800E-007	3.97130E+000	3.36052E-002	6.32800E-001	4.92000E-011	3.86500E-010
107	27	11	1	1.36000E-002	1.02000E-002	7.10000E-003	1.19230E-009	1.86690E-009	7.37710E+002	7.43823E+002	6.11320E+000	9.52000E-007	3.95470E+000	3.34731E-002	6.33200E-001	2.27000E-011	5.78300E-010
111	25	11	1	1.35000E-002	1.03000E-002	7.10000E-003	1.01190E-009	1.70300E-009	7.31687E+002	7.42672E+002	1.09843E+001	1.02460E-006	3.93620E+000	3.34917E-002	6.32800E-001	5.21000E-010	4.54700E-010
115	23	11	1	1.36000E-002	1.02000E-002	7.10000E-003	7.44900E-010	1.64200E-009	7.32117E+002	7.40556E+002	8.43840E+000	1.00630E-006	3.94700E+000	3.34181E-002	6.33000E-001	4.33000E-011	5.34000E-011
119	21	11	1	1.36000E-002	1.04000E-002	7.10000E-003	1.44760E-009	1.78260E-009	7.34511E+002	7.42008E+002	7.49720E+000	1.00650E-006	3.97560E+000	3.33661E-002	6.32800E-001	7.26400E-010	3.63000E-011
123	19	11	1	1.35000E-002	1.04000E-002	7.10000E-003	3.98200E-010	1.22040E-009	7.28658E+002	7.40756E+002	1.20978E+001	1.05830E-006	3.95320E+000	3.35446E-002	6.32800E-001	4.08100E-010	8.22000E-011
127	17	11	1	1.35000E-002	1.04000E-002	7.10000E-003	1.19500E-010	1.52490E-009	7.30575E+002	7.38302E+002	7.72630E+000	1.03490E-006	3.96990E+000	3.36700E-002	6.33300E-001	7.73000E-011	3.03300E-010
131	15	11	1	1.35000E-002	1.06000E-002	7.10000E-003	3.18600E-010	2.00980E-009	7.35454E+002	7.42569E+002	7.11510E+000	1.00130E-006	4.00770E+000	3.37851E-002	6.33000E-001	1.75900E-010	5.08100E-010
135	13	11	1	1.35000E-002	1.05000E-002	7.10000E-003	5.76200E-010	2.03790E-009	7.27697E+002	7.40983E+002	1.32852E+001	1.01090E-006	4.06680E+000	3.39136E-002	6.34200E-001	6.10400E-010	4.72700E-010
139	11	11	1	1.35000E-002	1.04000E-002	7.20000E-003	1.04710E-009	2.14800E-009	7.42406E+002	7.49264E+002	6.85760E+000	9.16800E-007	4.13470E+000	3.39213E-002	6.33400E-001	6.21000E-011	7.70400E-010
143	9	11	1	1.35000E-002	1.05000E-002	7.10000E-003	2.29600E-010	2.22770E-009	7.45021E+002	7.46540E+002	1.51850E+000	8.52700E-007	4.20270E+000	3.31735E-002	6.34100E-001	2.22800E-010	5.55000E-011
146	7	11	1	1.40000E-002	1.01000E-002	6.80000E-003	6.48900E-010	2.09410E-009	7.11111E+002	7.16740E+002	5.62940E+000	1.11030E-006	4.21190E+000	3.39730E-002	6.34600E-001	4.71100E-010	5.12300E-010
150	6	13	1	1.35000E-002	1.04000E-002	7.10000E-003	6.48900E-010	2.00280E-009	7.33738E+002	7.42119E+002	8.38120E+000	9.68800E-007	4.22380E+000	3.36168E-002	6.34500E-001	2.24600E-010	1.32300E-010
154	8	13	1	1.36000E-002	1.04000E-002	7.10000E-003	4.59100E-010	2.03090E-009	7.45034E+002	7.47842E+002	2.80850E+000	8.61200E-007	4.21470E+000	3.35840E-002	6.33900E-001	1.01690E-009	1.75400E-010
158	10	13	1	1.35000E-002	1.03000E-002	7.10000E-003	1.78000E-010	1.91850E-009	7.31099E+002	7.42954E+002	1.18553E+001	9.98400E-007	4.11910E+000	3.41733E-002	6.33600E-001	7.28000E-010	3.74800E-010
162	12	13	1	1.35000E-002	1.05000E-002	7.10000E-003	5.29400E-010	1.83880E-009	7.39180E+002	7.46680E+002	7.49990E+000	9.60900E-007	4.04800E+000	3.37066E-002	6.33000E-001	8.30400E-010	2.40800E-010
166	14	13	1	1.35000E-002	1.02000E-002	7.10000E-003	3.30300E-010	1.91610E-009	7.37391E+002	7.44380E+002	6.98960E+000	9.26400E-007	3.99250E+000	3.33460E-002	6.33400E-001	4.64000E-010	8.68600E-010
170	16	13	1	1.35000E-002	1.03000E-002	7.00000E-003	1.85100E-010	1.63030E-009	7.32560E+002	7.44492E+002	1.19314E+001	9.88200E-007	3.95540E+000	3.31222E-002	6.32900E-001	2.25800E-010	5.64300E-010
174	18	13	1	1.35000E-002	1.03000E-002	7.10000E-003	1.42900E-010	1.90910E-009	7.35772E+002	7.42330E+002	6.55770E+000	9.65400E-007	4.01930E+000	3.27107E-002	6.32900E-001	1.27000E-010	5.08100E-010
178	20	13	1	1.35000E-002	1.02000E-002	7.10000E-003	2.83400E-010	1.89270E-009	7.30367E+002	7.39394E+002	9.02790E+000	1.02170E-006	4.05350E+000	3.23578E-002	6.32800E-001	2.80200E-010	4.65900E-010
182	22	13	1	1.36000E-002	1.03000E-002	7.10000E-003	6.32500E-010	1.19460E-009	7.24613E+002	7.36738E+002	1.21253E+001	1.05080E-006	4.02710E+000	3.23362E-002	6.32900E-001	1.82700E-010	5.70100E-010
186	24	13	1	1.35000E-002	1.04000E-002	7.10000E-003	4.54400E-010	2.41040E-009	7.32312E+002	7.40479E+002	8.16680E+000	1.00210E-006	3.99630E+000	3.22567E-002	6.32800E-001	1.53000E-010	2.86000E-010
190	26	13	1	1.35000E-002	1.03000E-002	7.10000E-003	8.12800E-010	2.01220E-009	7.36954E+002	7.43351E+002	6.39770E+000	9.61100E-007	3.95550E+000	3.26127E-002	6.32700E-001	2.60500E-010	1.33300E-010
194	28	13	1	1.35000E-002	1.03000E-002	7.10000E-003	9.72100E-010	1.50850E-009	7.33443E+002	7.44487E+002	1.10434E+001	9.84500E-007	3.92280E+000	3.32452E-002	6.32800E-001	9.67000E-011	5.88700E-010
198	30	13	1	1.35000E-002	1.04000E-002	7.10000E-003	7.54300E-010	2.04960E-009	7.45370E+002	7.51364E+002	5.99380E+000	8.64300E-007	3.93750E+000	3.31204E-002	6.33200E-001	3.31000E-010	5.69000E-011
202	32	13	1	1.36000E-002	1.03000E-002	7.10000E-003	6.09000E-010	1.70060E-009	7.42785E+002	7.49244E+002	6.45880E+000	8.87400E-007	3.97320E+000	3.34048E-002	6.33200E-001	7.06900E-010	4.87900E-010
