Program name	H2196AB_E4_A01_CP1.dll
Lot number	C141321.02-CPTSTE12-250213-205708@CP
Wafer number	24
Date	2025/02/13
Time	21:01:58

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2
333	30	16	1	1.35000E-002	1.40000E-002	8.60000E-003	5.83100E-010	2.41910E-009	7.31603E+002	7.40254E+002	8.65100E+000	9.46100E-007	3.97170E+000	3.34581E-002	6.33200E-001	9.10000E-012	1.82900E-010
337	32	16	1	1.36000E-002	1.44000E-002	8.50000E-003	4.14500E-010	2.44490E-009	7.29096E+002	7.39375E+002	1.02793E+001	9.28300E-007	3.99240E+000	3.38220E-002	6.33900E-001	8.78000E-011	1.61400E-010
341	34	16	1	1.35000E-002	1.56000E-002	8.60000E-003	5.52700E-010	2.31610E-009	7.27685E+002	7.41647E+002	1.39624E+001	9.18100E-007	4.04350E+000	3.40499E-002	6.34500E-001	3.55000E-010	1.38200E-010
345	36	16	1	1.35000E-002	1.39000E-002	8.50000E-003	9.55500E-010	2.62280E-009	7.48791E+002	7.50612E+002	1.82080E+000	7.41500E-007	4.13350E+000	3.34389E-002	6.34400E-001	9.49800E-010	1.17100E-010
349	38	16	1	1.35000E-002	1.41000E-002	8.50000E-003	4.14500E-010	2.56430E-009	7.39639E+002	7.40988E+002	1.34880E+000	8.62200E-007	4.15740E+000	3.29982E-002	6.34200E-001	2.09600E-010	1.61800E-010
357	37	18	1	1.35000E-002	1.29000E-002	8.50000E-003	4.73000E-010	3.05840E-009	7.42071E+002	7.43447E+002	1.37610E+000	8.28200E-007	4.13540E+000	3.30837E-002	6.34100E-001	2.20800E-010	5.10500E-010
361	35	18	1	1.35000E-002	1.33000E-002	8.50000E-003	1.19400E-010	3.07250E-009	7.45503E+002	7.53971E+002	8.46860E+000	7.91700E-007	4.11760E+000	3.38291E-002	6.33900E-001	3.42000E-011	5.03700E-010
365	33	18	1	1.35000E-002	1.39000E-002	8.50000E-003	5.45600E-010	2.16850E-009	7.39743E+002	7.48216E+002	8.47230E+000	8.44200E-007	4.03130E+000	3.39195E-002	6.33700E-001	6.21000E-011	1.91600E-010
369	31	18	1	1.36000E-002	1.33000E-002	8.50000E-003	7.42400E-010	2.45420E-009	7.29767E+002	7.42247E+002	1.24800E+001	9.17200E-007	3.98140E+000	3.34552E-002	6.34100E-001	7.28300E-010	4.68100E-010
373	29	18	1	1.35000E-002	1.39000E-002	8.60000E-003	5.43300E-010	1.77280E-009	7.30307E+002	7.41041E+002	1.07345E+001	9.44100E-007	3.97940E+000	3.33536E-002	6.33300E-001	5.72100E-010	1.59200E-010
377	27	18	1	1.36000E-002	1.34000E-002	8.50000E-003	4.21500E-010	1.85240E-009	7.27138E+002	7.40112E+002	1.29744E+001	9.58700E-007	3.99660E+000	3.29211E-002	6.33300E-001	7.29500E-010	7.12000E-011
381	25	18	1	1.35000E-002	1.34000E-002	8.50000E-003	6.44000E-010	2.29500E-009	7.13241E+002	7.28073E+002	1.48321E+001	1.07140E-006	4.07550E+000	3.28052E-002	6.33600E-001	2.67700E-010	3.15000E-010
385	23	18	1	1.35000E-002	1.36000E-002	8.50000E-003	3.32500E-010	2.46590E-009	7.10581E+002	7.26462E+002	1.58808E+001	1.17060E-006	4.11260E+000	3.29531E-002	6.32800E-001	2.26900E-010	4.26900E-010
389	21	18	1	1.35000E-002	1.35000E-002	8.50000E-003	6.74400E-010	2.81490E-009	7.13569E+002	7.28079E+002	1.45096E+001	1.09190E-006	4.10630E+000	3.28024E-002	6.33500E-001	3.23000E-011	5.14000E-010
393	19	18	1	1.35000E-002	1.35000E-002	8.60000E-003	1.38200E-010	2.19900E-009	7.15069E+002	7.29148E+002	1.40784E+001	1.06720E-006	4.10210E+000	3.28107E-002	6.33300E-001	3.37000E-010	3.12900E-010
397	17	18	1	1.35000E-002	1.35000E-002	8.50000E-003	2.43600E-010	2.82190E-009	7.20639E+002	7.35351E+002	1.47123E+001	9.78100E-007	4.09740E+000	3.31239E-002	6.34300E-001	4.88700E-010	1.74200E-010
401	15	18	1	1.36000E-002	1.31000E-002	8.50000E-003	7.70500E-010	2.72820E-009	7.26593E+002	7.38032E+002	1.14384E+001	1.00720E-006	4.01530E+000	3.33720E-002	6.33500E-001	4.00200E-010	3.74700E-010
405	13	18	1	1.36000E-002	1.33000E-002	8.60000E-003	3.11500E-010	2.18020E-009	7.14984E+002	7.31474E+002	1.64897E+001	1.06500E-006	4.04860E+000	3.38038E-002	6.34400E-001	3.68800E-010	2.63500E-010
409	11	18	1	1.36000E-002	1.31000E-002	8.60000E-003	5.03500E-010	2.62750E-009	7.18249E+002	7.33121E+002	1.48725E+001	1.01920E-006	4.10890E+000	3.42100E-002	6.34300E-001	5.19900E-010	1.20000E-012
413	9	18	1	1.36000E-002	1.34000E-002	8.50000E-003	6.95500E-010	2.23640E-009	7.32245E+002	7.43040E+002	1.07943E+001	9.03200E-007	4.14520E+000	3.42113E-002	6.33900E-001	4.78200E-010	3.52200E-010
417	7	18	1	1.35000E-002	1.31000E-002	8.50000E-003	4.37900E-010	2.58540E-009	7.34163E+002	7.39793E+002	5.62980E+000	8.88700E-007	4.18850E+000	3.35624E-002	6.34000E-001	3.60600E-010	3.45000E-010
421	8	20	1	1.36000E-002	1.22000E-002	8.00000E-003	9.37000E-011	3.47760E-009	7.39069E+002	7.41623E+002	2.55320E+000	8.42000E-007	4.15290E+000	3.33104E-002	6.34400E-001	1.87000E-011	2.43300E-010
424	10	20	1	1.36000E-002	1.28000E-002	8.50000E-003	1.19400E-010	2.79380E-009	7.34260E+002	7.44591E+002	1.03303E+001	8.71000E-007	4.11060E+000	3.39702E-002	6.34300E-001	1.06100E-010	3.82700E-010
428	12	20	1	1.35000E-002	1.28000E-002	8.50000E-003	5.80800E-010	2.29970E-009	7.27757E+002	7.40886E+002	1.31287E+001	9.13200E-007	4.08790E+000	3.40488E-002	6.34400E-001	5.15700E-010	2.74200E-010
432	14	20	1	1.36000E-002	1.30000E-002	8.60000E-003	3.75000E-011	2.85470E-009	7.26391E+002	7.38607E+002	1.22156E+001	9.73900E-007	4.02880E+000	3.38690E-002	6.34000E-001	4.78400E-010	6.07000E-011
436	16	20	1	1.35000E-002	1.27000E-002	8.50000E-003	3.53600E-010	2.34890E-009	7.21948E+002	7.36336E+002	1.43883E+001	1.02610E-006	3.98770E+000	3.36578E-002	6.33900E-001	2.96200E-010	5.47800E-010
440	18	20	1	1.36000E-002	1.29000E-002	8.50000E-003	2.11000E-011	2.48700E-009	7.30827E+002	7.40466E+002	9.63920E+000	9.42600E-007	4.00360E+000	3.34478E-002	6.33500E-001	2.56400E-010	2.25300E-010
444	20	20	1	1.35000E-002	1.27000E-002	8.50000E-003	6.56000E-011	2.23180E-009	7.27307E+002	7.38309E+002	1.10018E+001	9.43400E-007	4.01540E+000	3.31910E-002	6.33900E-001	3.23600E-010	1.66500E-010
448	22	20	1	1.36000E-002	1.28000E-002	8.50000E-003	3.27900E-010	2.88980E-009	7.25422E+002	7.38426E+002	1.30039E+001	9.40100E-007	4.00890E+000	3.30939E-002	6.33600E-001	5.44500E-010	2.50100E-010
452	24	20	1	1.35000E-002	1.28000E-002	8.50000E-003	1.14700E-010	2.34420E-009	7.29506E+002	7.37948E+002	8.44220E+000	9.21400E-007	3.99040E+000	3.30774E-002	6.33800E-001	1.05600E-010	2.06000E-011
456	26	20	1	1.35000E-002	1.31000E-002	8.50000E-003	4.96500E-010	1.93200E-009	7.25866E+002	7.36117E+002	1.02512E+001	1.01330E-006	3.93450E+000	3.34296E-002	6.33000E-001	1.96000E-010	1.60900E-010
460	28	20	1	1.35000E-002	1.31000E-002	8.50000E-003	7.96000E-011	2.15450E-009	7.26956E+002	7.39774E+002	1.28184E+001	9.56100E-007	3.91700E+000	3.36564E-002	6.33500E-001	1.64200E-010	2.86900E-010
464	30	20	1	1.35000E-002	1.29000E-002	8.50000E-003	4.61300E-010	3.01860E-009	7.38892E+002	7.46541E+002	7.64860E+000	8.30500E-007	3.95590E+000	3.36763E-002	6.34200E-001	7.28300E-010	2.89500E-010
468	32	20	1	1.35000E-002	1.31000E-002	8.50000E-003	2.27200E-010	2.55730E-009	7.35986E+002	7.45479E+002	9.49270E+000	8.36700E-007	4.00980E+000	3.39563E-002	6.34400E-001	5.24800E-010	3.96000E-011
472	34	20	1	1.36000E-002	1.30000E-002	8.60000E-003	2.83400E-010	2.37700E-009	7.43162E+002	7.50419E+002	7.25710E+000	7.92800E-007	4.07030E+000	3.36488E-002	6.34100E-001	6.02000E-011	2.13600E-010
476	36	20	1	1.35000E-002	1.30000E-002	8.60000E-003	4.28600E-010	3.20360E-009	7.35145E+002	7.36670E+002	1.52430E+000	8.56600E-007	4.11390E+000	3.28770E-002	6.34300E-001	8.33700E-010	1.75200E-010
482	34	22	1	1.35000E-002	1.31000E-002	8.60000E-003	1.40500E-010	2.78440E-009	7.40096E+002	7.42592E+002	2.49530E+000	8.68500E-007	4.14260E+000	3.30390E-002	6.34100E-001	3.14000E-011	2.77000E-010
486	32	22	1	1.36000E-002	1.28000E-002	8.50000E-003	1.24100E-010	2.87810E-009	7.42431E+002	7.47565E+002	5.13420E+000	7.81000E-007	4.06920E+000	3.34943E-002	6.34500E-001	9.91000E-011	1.00200E-010
490	30	22	1	1.35000E-002	1.30000E-002	8.50000E-003	0.00000E+000	2.06780E-009	7.40692E+002	7.48350E+002	7.65740E+000	8.36900E-007	4.06440E+000	3.39875E-002	6.33800E-001	2.47300E-010	3.87600E-010
494	28	22	1	1.35000E-002	1.29000E-002	8.50000E-003	3.70000E-010	2.47300E-009	7.27584E+002	7.41016E+002	1.34323E+001	9.65100E-007	4.02690E+000	3.41338E-002	6.33900E-001	3.59500E-010	2.16600E-010
498	26	22	1	1.35000E-002	1.31000E-002	8.50000E-003	6.25300E-010	2.16150E-009	7.32418E+002	7.42890E+002	1.04721E+001	9.49500E-007	3.95820E+000	3.39078E-002	6.33300E-001	7.80800E-010	3.44700E-010
502	24	22	1	1.35000E-002	1.29000E-002	8.50000E-003	8.80500E-010	2.14040E-009	7.37145E+002	7.45470E+002	8.32490E+000	8.92500E-007	3.97350E+000	3.34757E-002	6.33400E-001	4.47500E-010	2.39800E-010
506	22	22	1	1.35000E-002	1.30000E-002	8.50000E-003	6.04200E-010	2.48940E-009	7.31002E+002	7.42421E+002	1.14183E+001	9.26800E-007	3.99150E+000	3.36156E-002	6.33900E-001	1.20800E-010	1.15700E-010
510	20	22	1	1.35000E-002	1.29000E-002	8.50000E-003	4.63700E-010	2.32540E-009	7.32463E+002	7.42668E+002	1.02048E+001	9.16200E-007	3.98400E+000	3.37155E-002	6.33800E-001	3.55700E-010	1.72400E-010
514	18	22	1	1.35000E-002	1.30000E-002	8.50000E-003	1.03000E-010	2.76340E-009	7.34281E+002	7.43718E+002	9.43710E+000	9.49900E-007	4.05800E+000	3.40901E-002	6.33300E-001	3.58000E-011	1.26000E-011
518	16	22	1	1.35000E-002	1.29000E-002	8.50000E-003	7.82200E-010	3.02100E-009	7.18549E+002	7.34283E+002	1.57348E+001	1.06170E-006	4.10570E+000	3.43268E-002	6.34000E-001	3.43100E-010	7.14000E-011
522	14	22	1	1.36000E-002	1.28000E-002	8.50000E-003	6.39300E-010	2.53390E-009	7.30331E+002	7.41701E+002	1.13703E+001	9.39000E-007	4.10590E+000	3.42612E-002	6.34200E-001	4.20100E-010	4.59200E-010
526	12	22	1	1.36000E-002	1.28000E-002	8.50000E-003	7.93900E-010	2.51750E-009	7.43234E+002	7.49392E+002	6.15750E+000	7.73900E-007	4.17170E+000	3.35665E-002	6.34800E-001	3.80500E-010	1.57000E-011
530	10	22	1	1.35000E-002	1.23000E-002	8.00000E-003	2.22500E-010	3.36760E-009	7.39536E+002	7.43164E+002	3.62790E+000	8.59100E-007	4.15960E+000	3.33032E-002	6.34100E-001	1.60600E-010	4.44700E-010
533	13	24	1	1.37000E-002	1.16000E-002	7.50000E-003	1.26500E-010	3.53150E-009	7.35942E+002	7.40278E+002	4.33660E+000	8.91100E-007	4.20940E+000	3.32432E-002	6.34200E-001	1.16400E-010	4.71400E-010
535	15	24	1	1.35000E-002	1.24000E-002	8.10000E-003	2.08400E-010	3.42380E-009	7.39425E+002	7.41486E+002	2.06110E+000	8.29000E-007	4.19220E+000	3.32396E-002	6.34300E-001	6.55900E-010	5.39600E-010
538	17	24	1	1.36000E-002	1.28000E-002	8.50000E-003	3.37200E-010	2.73290E-009	7.39603E+002	7.45913E+002	6.31000E+000	8.14300E-007	4.14810E+000	3.37090E-002	6.34600E-001	8.76500E-010	3.21300E-010
542	19	24	1	1.35000E-002	1.27000E-002	8.50000E-003	4.82400E-010	2.50340E-009	7.35392E+002	7.46422E+002	1.10301E+001	8.43600E-007	4.14390E+000	3.39888E-002	6.34700E-001	9.70000E-011	4.73000E-011
546	21	24	1	1.36000E-002	1.27000E-002	8.50000E-003	3.75000E-011	2.23410E-009	7.41418E+002	7.47490E+002	6.07240E+000	7.99800E-007	4.12320E+000	3.37832E-002	6.34300E-001	2.15900E-010	4.82000E-011
550	23	24	1	1.35000E-002	1.29000E-002	8.50000E-003	1.35800E-010	2.76100E-009	7.37387E+002	7.44151E+002	6.76350E+000	8.56300E-007	4.07010E+000	3.37720E-002	6.33600E-001	1.91600E-010	1.05400E-010
554	25	24	1	1.36000E-002	1.29000E-002	8.50000E-003	4.07500E-010	2.68140E-009	7.35078E+002	7.45470E+002	1.03928E+001	8.91400E-007	4.10060E+000	3.39905E-002	6.33800E-001	2.63900E-010	3.66000E-010
558	27	24	1	1.35000E-002	1.31000E-002	8.60000E-003	7.70500E-010	2.09830E-009	7.43590E+002	7.47977E+002	4.38700E+000	7.81500E-007	4.11990E+000	3.35283E-002	6.34700E-001	2.58500E-010	1.09400E-010
562	29	24	1	1.35000E-002	1.32000E-002	8.50000E-003	4.21500E-010	2.65560E-009	7.38739E+002	7.40575E+002	1.83540E+000	8.50300E-007	4.09680E+000	3.30058E-002	6.33900E-001	5.22700E-010	2.24100E-010
566	31	24	1	1.38000E-002	1.22000E-002	7.60000E-003	2.03700E-010	2.99750E-009	7.34488E+002	7.38353E+002	3.86470E+000	9.14500E-007	4.15100E+000	3.32212E-002	6.33900E-001	3.74700E-010	1.72600E-010
570	23	26	1	1.37000E-002	1.19000E-002	7.60000E-003	4.61300E-010	3.36520E-009	7.30656E+002	7.37440E+002	6.78330E+000	9.14100E-007	4.17880E+000	3.32982E-002	6.34800E-001	3.46400E-010	1.57400E-010
572	21	26	1	1.37000E-002	1.19000E-002	7.60000E-003	2.90400E-010	2.91090E-009	7.33288E+002	7.38888E+002	5.60020E+000	8.95900E-007	4.19990E+000	3.31641E-002	6.35000E-001	5.93200E-010	3.49000E-011

1	21	5	5	1.10000E-002	9.70000E-003	6.30000E-003	1.00260E-009	2.39870E-009	6.00242E+002
3	23	5	5	1.32000E-002	8.60000E-003	5.50000E-003	1.28600E-009	2.33780E-009	5.61981E+002
4	31	7	1	1.31000E-002	8.70000E-003	5.50000E-003	7.75300E-010	2.52050E-009	7.10095E+002	7.17708E+002	7.61320E+000	1.05580E-006	4.13970E+000	3.34788E-002	6.35500E-001	9.53800E-010	7.53300E-010
6	29	7	1	1.32000E-002	9.80000E-003	6.60000E-003	5.52800E-010	2.58600E-009	7.37205E+002	7.42900E+002	5.69530E+000	9.03900E-007	4.11000E+000	3.30338E-002	6.34600E-001	1.90200E-010	6.48900E-010
10	27	7	1	1.36000E-002	1.03000E-002	7.10000E-003	1.75700E-010	2.20660E-009	7.41434E+002	7.44773E+002	3.33880E+000	8.46300E-007	4.13000E+000	3.31661E-002	6.34700E-001	5.10900E-010	3.27700E-010
14	25	7	1	1.35000E-002	1.02000E-002	7.10000E-003	1.41000E-011	2.14570E-009	7.40258E+002	7.47724E+002	7.46600E+000	8.04200E-007	4.10240E+000	3.33423E-002	6.35300E-001	7.44700E-010	2.18500E-010
18	23	7	1	1.35000E-002	1.03000E-002	7.10000E-003	1.71000E-010	1.82240E-009	7.41098E+002	7.48153E+002	7.05440E+000	8.02400E-007	4.05870E+000	3.35611E-002	6.35200E-001	1.03100E-010	1.46400E-010
22	21	7	1	1.35000E-002	1.04000E-002	7.10000E-003	1.61600E-010	1.86930E-009	7.44903E+002	7.49937E+002	5.03340E+000	7.69000E-007	4.07570E+000	3.34529E-002	6.35400E-001	4.27500E-010	1.08200E-010
26	19	7	1	1.35000E-002	1.04000E-002	7.10000E-003	5.41100E-010	2.01220E-009	7.43455E+002	7.48945E+002	5.48950E+000	7.88600E-007	4.07490E+000	3.32674E-002	6.35100E-001	1.37300E-010	6.91700E-010
30	17	7	1	1.35000E-002	1.05000E-002	7.10000E-003	5.78600E-010	1.87160E-009	7.43555E+002	7.45526E+002	1.97050E+000	8.34600E-007	4.04990E+000	3.30674E-002	6.34500E-001	4.41800E-010	1.49000E-010
34	15	7	1	1.35000E-002	1.06000E-002	7.10000E-003	3.44300E-010	1.71930E-009	7.39419E+002	7.41281E+002	1.86160E+000	8.41800E-007	4.07700E+000	3.29091E-002	6.35100E-001	1.64000E-011	3.87000E-010
36	13	7	1	1.10000E-002	9.80000E-003	6.30000E-003	3.70100E-010	2.72660E-009	7.22053E+002	7.28874E+002	6.82050E+000	9.38500E-007	4.07230E+000	3.34216E-002	6.35400E-001	9.74000E-010	5.76700E-010
38	9	9	1	1.10000E-002	9.60000E-003	6.30000E-003	4.33400E-010	7.73470E-009	7.11028E+002	7.20053E+002	9.02450E+000	9.79300E-007	4.11450E+000	3.37786E-002	6.36000E-001	1.01200E-010	5.64800E-010
42	11	9	1	1.35000E-002	1.04000E-002	7.10000E-003	9.13600E-010	2.53690E-009	7.42827E+002	7.44607E+002	1.78080E+000	8.15200E-007	4.06390E+000	3.30448E-002	6.35300E-001	2.92800E-010	7.86600E-010
46	13	9	1	1.35000E-002	1.03000E-002	7.10000E-003	4.26300E-010	1.97470E-009	7.40243E+002	7.48337E+002	8.09320E+000	8.00500E-007	4.05740E+000	3.36089E-002	6.35200E-001	2.79500E-010	2.00000E-010
50	15	9	1	1.35000E-002	1.04000E-002	7.10000E-003	1.01430E-009	2.18550E-009	7.37300E+002	7.45978E+002	8.67870E+000	8.62900E-007	4.04700E+000	3.40154E-002	6.34500E-001	3.55600E-010	4.93600E-010
54	17	9	1	1.35000E-002	1.04000E-002	7.10000E-003	1.23210E-009	1.63500E-009	7.28911E+002	7.38554E+002	9.64280E+000	9.16700E-007	4.01560E+000	3.40976E-002	6.35600E-001	4.91400E-010	5.69000E-011
58	19	9	1	1.35000E-002	1.04000E-002	7.10000E-003	1.41010E-009	1.74280E-009	7.22645E+002	7.36965E+002	1.43201E+001	1.05280E-006	4.01130E+000	3.42617E-002	6.34100E-001	4.61700E-010	3.70300E-010
62	21	9	1	1.35000E-002	1.04000E-002	7.00000E-003	7.19100E-010	1.98170E-009	7.29535E+002	7.40081E+002	1.05462E+001	9.85700E-007	4.00940E+000	3.40536E-002	6.34000E-001	4.88200E-010	6.46000E-010
66	23	9	1	1.35000E-002	1.03000E-002	7.10000E-003	6.86300E-010	1.47340E-009	7.23298E+002	7.35960E+002	1.26621E+001	1.05260E-006	3.98270E+000	3.40830E-002	6.34000E-001	3.33300E-010	3.04300E-010
70	25	9	1	1.35000E-002	1.04000E-002	7.10000E-003	1.19000E-009	1.30010E-009	7.15166E+002	7.32047E+002	1.68807E+001	1.13480E-006	4.03090E+000	3.43394E-002	6.34100E-001	9.23900E-010	5.83000E-011
74	27	9	1	1.35000E-002	1.03000E-002	7.10000E-003	6.16100E-010	1.45700E-009	7.23941E+002	7.34332E+002	1.03917E+001	9.87100E-007	4.06900E+000	3.41464E-002	6.35100E-001	7.07200E-010	4.64000E-010
78	29	9	1	1.36000E-002	1.02000E-002	7.10000E-003	4.33400E-010	2.51580E-009	7.23912E+002	7.35662E+002	1.17498E+001	9.80800E-007	4.05580E+000	3.41031E-002	6.34100E-001	4.96800E-010	4.91900E-010
82	31	9	1	1.35000E-002	1.04000E-002	7.00000E-003	1.80400E-010	2.23700E-009	7.35410E+002	7.44684E+002	9.27470E+000	8.34600E-007	4.12110E+000	3.35530E-002	6.35400E-001	3.66600E-010	2.58000E-011
85	33	9	1	1.32000E-002	9.80000E-003	6.60000E-003	1.96800E-010	1.81540E-009	7.39564E+002	7.42623E+002	3.05870E+000	8.49400E-007	4.15840E+000	3.29928E-002	6.35200E-001	5.20000E-012	4.51600E-010
87	35	9	1	1.32000E-002	8.60000E-003	5.50000E-003	4.77900E-010	1.32580E-009	7.04997E+002	7.13336E+002	8.33860E+000	1.11500E-006	4.12510E+000	3.36222E-002	6.35300E-001	2.84800E-010	4.40800E-010
88	37	11	1	1.31000E-002	8.70000E-003	5.50000E-003	2.20200E-010	2.04030E-009	7.11950E+002	7.17302E+002	5.35220E+000	9.43600E-007	4.14910E+000	3.34312E-002	6.36400E-001	8.85400E-010	1.23100E-009
91	35	11	1	1.35000E-002	1.03000E-002	7.00000E-003	6.41800E-010	2.41040E-009	7.41306E+002	7.43096E+002	1.79030E+000	8.27200E-007	4.15510E+000	3.31332E-002	6.35200E-001	2.57700E-010	4.15300E-010
95	33	11	1	1.35000E-002	1.03000E-002	7.00000E-003	5.15000E-011	1.32350E-009	7.42008E+002	7.49032E+002	7.02380E+000	8.33900E-007	4.11640E+000	3.36806E-002	6.34500E-001	4.14100E-010	3.46400E-010
99	31	11	1	1.35000E-002	1.03000E-002	7.10000E-003	4.92000E-011	1.45700E-009	7.19294E+002	7.35956E+002	1.66625E+001	1.02310E-006	4.06520E+000	3.38571E-002	6.34700E-001	4.17000E-011	8.32700E-010
103	29	11	1	1.36000E-002	1.03000E-002	7.10000E-003	2.41300E-010	1.56240E-009	7.20392E+002	7.33237E+002	1.28445E+001	1.03530E-006	4.03080E+000	3.37658E-002	6.34000E-001	7.25900E-010	2.72700E-010
107	27	11	1	1.35000E-002	1.03000E-002	7.10000E-003	6.32000E-011	1.63030E-009	7.25420E+002	7.35284E+002	9.86420E+000	9.73500E-007	3.99720E+000	3.34544E-002	6.34500E-001	6.26400E-010	1.16000E-010
111	25	11	1	1.35000E-002	1.03000E-002	7.00000E-003	2.57700E-010	1.58820E-009	7.19332E+002	7.33300E+002	1.39675E+001	1.08210E-006	3.97560E+000	3.35356E-002	6.34200E-001	8.08000E-011	2.45500E-010
115	23	11	1	1.36000E-002	1.04000E-002	7.10000E-003	3.79500E-010	2.22530E-009	7.24158E+002	7.35653E+002	1.14948E+001	1.00740E-006	3.97340E+000	3.34639E-002	6.34300E-001	4.78000E-011	1.54400E-010
119	21	11	1	1.36000E-002	1.03000E-002	7.10000E-003	4.82500E-010	2.04260E-009	7.29587E+002	7.38780E+002	9.19290E+000	9.66600E-007	3.97230E+000	3.33334E-002	6.33900E-001	8.13300E-010	3.37500E-010
123	19	11	1	1.36000E-002	1.04000E-002	7.10000E-003	9.32300E-010	2.01680E-009	7.22690E+002	7.36050E+002	1.33593E+001	1.02840E-006	3.95540E+000	3.35926E-002	6.34300E-001	3.59600E-010	1.44800E-010
127	17	11	1	1.36000E-002	1.04000E-002	7.10000E-003	5.36400E-010	1.48980E-009	7.28919E+002	7.38663E+002	9.74390E+000	9.63100E-007	3.97420E+000	3.36648E-002	6.34500E-001	1.23520E-009	4.78300E-010
131	15	11	1	1.35000E-002	1.03000E-002	7.20000E-003	1.01190E-009	1.88570E-009	7.35064E+002	7.42969E+002	7.90490E+000	9.14700E-007	4.00350E+000	3.37685E-002	6.34200E-001	6.36900E-010	7.85000E-011
135	13	11	1	1.36000E-002	1.04000E-002	7.10000E-003	4.45000E-011	2.22060E-009	7.19373E+002	7.34894E+002	1.55212E+001	1.00690E-006	4.01780E+000	3.39655E-002	6.35000E-001	5.30300E-010	3.22100E-010
139	11	11	1	1.35000E-002	1.05000E-002	7.20000E-003	5.43400E-010	1.78030E-009	7.36701E+002	7.45453E+002	8.75170E+000	8.96600E-007	4.05740E+000	3.39686E-002	6.34300E-001	5.02700E-010	5.17700E-010
143	9	11	1	1.35000E-002	1.04000E-002	7.10000E-003	4.40400E-010	2.60710E-009	7.43736E+002	7.45789E+002	2.05320E+000	8.21500E-007	4.11090E+000	3.32010E-002	6.34800E-001	2.98000E-010	1.15200E-010
146	7	11	1	1.39000E-002	1.01000E-002	6.90000E-003	4.54400E-010	2.55790E-009	7.09097E+002	7.15361E+002	6.26380E+000	1.01600E-006	4.12760E+000	3.38554E-002	6.35600E-001	1.28510E-009	5.85800E-010
150	6	13	1	1.35000E-002	1.03000E-002	7.10000E-003	2.92800E-010	2.20890E-009	7.31709E+002	7.39780E+002	8.07110E+000	8.99900E-007	4.11580E+000	3.34361E-002	6.35400E-001	1.48000E-011	7.27600E-010
154	8	13	1	1.35000E-002	1.03000E-002	7.10000E-003	2.62400E-010	1.99110E-009	7.42727E+002	7.45232E+002	2.50520E+000	8.15800E-007	4.11290E+000	3.34548E-002	6.34700E-001	3.71700E-010	2.00500E-010
158	10	13	1	1.35000E-002	1.03000E-002	7.10000E-003	7.37900E-010	2.03790E-009	7.24382E+002	7.38808E+002	1.44259E+001	9.68500E-007	4.05760E+000	3.40742E-002	6.34500E-001	6.86000E-011	3.16000E-010
162	12	13	1	1.36000E-002	1.03000E-002	7.10000E-003	4.21600E-010	2.14100E-009	7.29291E+002	7.40921E+002	1.16303E+001	9.48500E-007	4.00210E+000	3.37268E-002	6.34000E-001	3.06600E-010	1.30900E-010
166	14	13	1	1.35000E-002	1.03000E-002	7.20000E-003	6.55900E-010	2.50170E-009	7.28653E+002	7.38282E+002	9.62980E+000	9.24000E-007	3.97860E+000	3.36085E-002	6.34600E-001	1.14300E-010	3.61400E-010
170	16	13	1	1.35000E-002	1.03000E-002	7.10000E-003	8.22200E-010	1.65140E-009	7.19526E+002	7.33970E+002	1.44446E+001	1.04420E-006	3.96020E+000	3.34820E-002	6.34100E-001	6.66000E-010	5.84200E-010
174	18	13	1	1.36000E-002	1.04000E-002	7.10000E-003	5.66900E-010	2.27450E-009	7.21616E+002	7.31830E+002	1.02140E+001	9.91900E-007	3.99150E+000	3.30177E-002	6.34000E-001	3.76900E-010	2.37800E-010
178	20	13	1	1.35000E-002	1.04000E-002	7.10000E-003	3.93500E-010	1.97000E-009	7.16777E+002	7.28822E+002	1.20445E+001	1.06850E-006	4.05660E+000	3.26283E-002	6.33700E-001	4.05000E-011	7.91300E-010
182	22	13	5	1.35000E-002	1.03000E-002	7.10000E-003	1.54600E-010	1.73340E-009	6.01895E+002
186	24	13	1	1.35000E-002	1.04000E-002	7.10000E-003	7.07400E-010	1.26260E-009	7.18697E+002	7.29466E+002	1.07689E+001	1.04100E-006	4.02930E+000	3.26726E-002	6.33900E-001	5.25900E-010	1.43400E-010
190	26	13	1	1.36000E-002	1.03000E-002	7.10000E-003	4.91900E-010	1.55070E-009	7.21049E+002	7.30601E+002	9.55220E+000	1.02630E-006	4.00580E+000	3.29020E-002	6.33800E-001	6.00600E-010	1.28400E-010
194	28	13	1	1.36000E-002	1.03000E-002	7.10000E-003	4.63800E-010	1.65610E-009	7.19692E+002	7.34704E+002	1.50124E+001	1.04060E-006	3.97830E+000	3.33866E-002	6.34100E-001	1.51600E-010	3.60000E-010
198	30	13	1	1.35000E-002	1.04000E-002	7.10000E-003	3.51400E-010	1.72640E-009	7.30707E+002	7.39897E+002	9.18930E+000	9.28100E-007	3.98490E+000	3.33279E-002	6.34500E-001	5.24500E-010	2.02600E-010
